brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,weight,warranty,touchscreen,msoffice,price,rating,no_ratings,no_reviews
Lenovo,Intel,Core i5,9,8,DDR4,256,1024,Windows,64-bit,4,Casual,1,False,True,10978200,4,131,17
DELL,Intel,Core i5,11,4,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,False,True,10042200,4,41,4
ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,True,11698200,4,328,51
ASUS,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,0,False,False,10618200,4,6,1
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,False,True,9898200,3,353,28
HP,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,4,Gaming,1,False,True,12958200,4,127,20
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,1,False,False,12582000,3,0,0
Lenovo,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,1,False,True,11878200,4,241,19
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,False,8998200,3,22,2
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,False,True,10618200,4,8,1
Lenovo,Intel,Core i5,10,8,DDR4,256,1024,Windows,64-bit,4,Gaming,0,False,False,13426200,4,898,128
ASUS,Intel,Core i5,10,8,DDR4,256,1024,Windows,32-bit,2,Casual,0,False,False,10618200,5,1,1
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,False,11698200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,0,False,False,11968200,3,6,1
DELL,Intel,Core i5,10,8,DDR4,256,1024,Windows,64-bit,4,Casual,0,False,False,14022000,4,179,34
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,0,False,False,12148200,3,41,5
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,ThinNlight,1,False,True,11158200,3,0,0
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,True,10618200,4,114,9
Lenovo,Intel,Core i5,10,8,DDR4,256,1024,Windows,64-bit,4,Gaming,0,False,False,13499820,4,268,25
ASUS,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,True,12402000,5,6,1
DELL,Intel,Core i5,11,8,DDR4,256,1024,Windows,64-bit,2,Casual,0,False,False,12905100,4,153,16
Acer,Intel,Core i5,11,16,DDR4,256,1024,Windows,64-bit,0,Casual,0,False,False,11248200,3,8,0
DELL,Intel,Core i5,8,8,DDR4,0,2048,Windows,64-bit,2,Casual,1,False,True,11217060,4,377,53
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,8,Casual,0,False,False,37312200,3,0,0
DELL,Intel,Core i7,8,16,DDR4,256,0,Windows,64-bit,4,Casual,1,False,True,15838200,4,120,21
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
Avita,Intel,Core i7,8,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,13318200,3,0,0
ASUS,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,10438200,4,76,9
ASUS,Intel,Core i7,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,11158200,4,11,2
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,14398200,4,484,56
Lenovo,Intel,Core i7,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,12418200,4,44,2
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,15478200,4,77,10
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,True,17998200,4,11,3
ASUS,Intel,Core i7,11,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,14038200,4,21,5
Lenovo,Intel,Core i7,11,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,14398200,4,5,2
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,True,16774200,5,4,0
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,False,True,17098200,3,0,0
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,3,True,True,15298200,4,13,2
MSI,Intel,Core i7,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,10438200,4,15,0
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,18538200,4,11,2
DELL,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,17998200,3,0,0
ASUS,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,17098200,4,118,15
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,18720000,3,0,0
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,2,Casual,0,False,False,13858200,3,0,0
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,16234200,4,6,1
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,32-bit,0,Casual,0,True,False,15927840,3,0,0
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,19798200,4,138,30
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,15658200,3,0,0
MSI,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,Casual,1,False,False,16198200,3,0,0
HP,Intel,Core i7,10,16,LPDDR3,512,0,Windows,64-bit,0,Casual,1,True,True,43156620,3,0,0
ASUS,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,True,14218200,4,35,4
DELL,Intel,Core i7,8,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,True,21940200,1,3,0
ASUS,Intel,Core i7,8,16,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,False,15478200,4,18,0
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,17098200,3,0,0
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,16560000,4,8,1
HP,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,False,29338200,3,3,1
DELL,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,False,True,24354000,5,5,2
MSI,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,0,False,False,11698200,4,33,5
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,3,False,False,31414860,3,0,0
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,29213820,3,0,0
DELL,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,19654200,3,0,0
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,0,Casual,1,True,True,17999820,3,0,0
MSI,Intel,Core i7,10,16,DDR4,512,0,Windows,64-bit,2,Casual,1,False,False,18898200,4,85,9
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,0,True,False,19798200,3,0,0
ASUS,Intel,Core i7,8,16,DDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,False,17998200,4,30,7
Lenovo,Intel,Core i7,8,16,DDR4,512,0,Windows,64-bit,2,ThinNlight,0,False,False,44064180,3,0,0
ASUS,Intel,Core i7,11,16,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,0,False,False,17098200,3,0,0
Lenovo,Intel,Core i7,8,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,15480000,3,0,0
Lenovo,Intel,Core i7,10,16,DDR4,512,0,Windows,32-bit,2,Casual,0,False,False,29231820,3,0,0
HP,Intel,Core i7,11,16,DDR4,512,0,Windows,32-bit,0,Casual,0,False,False,21527820,3,0,0
Lenovo,Intel,Core i7,10,16,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,0,False,False,38115540,3,0,0
Lenovo,Intel,Core i7,11,16,DDR4,512,0,Windows,32-bit,0,Casual,0,False,False,19979820,3,0,0
DELL,Intel,Core i7,11,16,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,17998200,3,0,0
ASUS,Intel,Core i7,8,8,LPDDR3,512,0,Windows,64-bit,0,ThinNlight,1,False,False,14758200,4,40,4
MSI,Intel,Core i7,9,8,DDR4,512,0,Windows,64-bit,4,Casual,2,False,False,12058200,4,1639,230
MSI,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,6,Casual,2,False,False,15298200,4,498,64
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,2,Casual,1,True,True,18898200,3,0,0
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,True,False,24298200,3,0,0
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,4,Gaming,0,False,False,17818200,4,445,56
HP,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,False,True,26044200,4,17,4
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,0,False,False,17998200,3,0,0
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,2,False,False,21598200,4,20,3
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,32-bit,4,Casual,1,False,False,35098200,3,0,0
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64-bit,2,Casual,1,False,True,22498200,4,17,1
DELL,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,2,Casual,0,False,False,22033800,3,0,0
HP,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,0,Casual,1,True,False,32398200,4,13,5
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,4,Casual,2,True,False,27898200,4,3,2
Lenovo,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,False,True,22138200,3,4,2
ASUS,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,True,False,40498200,4,9,0
MSI,Intel,Core i7,12,16,DDR5,1024,0,Windows,64-bit,8,Casual,0,False,False,50398200,3,0,0
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,4,Casual,0,False,False,21958200,3,0,0
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,4,Casual,0,False,False,21058200,3,0,0
Lenovo,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,0,False,False,27197640,4,7,0
MSI,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,8,Casual,2,False,False,23398200,4,14,3
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,True,False,26999820,3,0,0
MSI,Intel,Core i7,12,16,DDR4,1024,0,Windows,64-bit,6,Casual,0,False,False,25198200,4,4,2
Acer,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,False,False,23398200,4,54,7
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,8,Casual,1,False,True,30958200,3,0,0
DELL,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,2,Casual,1,False,True,16911900,4,4,0
ASUS,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,8,Casual,0,False,False,42298200,3,0,0
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,True,True,23130000,3,3,1
Lenovo,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,0,Casual,1,True,True,18538200,4,16,2
ASUS,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,True,False,21598200,4,8,1
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,32-bit,6,Casual,0,False,False,21776400,3,0,0
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,32-bit,6,Casual,1,False,False,28304820,4,7,0
Lenovo,Intel,Core i7,9,16,DDR4,1024,0,Windows,64-bit,4,ThinNlight,0,False,False,41382000,3,0,0
ASUS,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,False,False,23670000,3,0,0
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,0,False,False,27898200,5,3,0
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,0,False,False,29878200,3,0,0
Lenovo,Intel,Core i7,10,16,LPDDR4X,1024,0,Windows,64-bit,0,ThinNlight,0,False,False,21598200,2,2,1
ASUS,Intel,Core i7,10,16,LPDDR3,1024,0,Windows,64-bit,0,Casual,0,False,False,30238200,3,0,0
HP,Intel,Core i7,11,16,LPDDR4X,1024,0,Windows,64-bit,0,Casual,1,True,False,29700000,3,0,0
Avita,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,0,ThinNlight,0,False,False,11338200,3,207,49
Lenovo,Intel,Core i7,11,16,LPDDR4,1024,0,Windows,64-bit,0,Casual,1,False,True,15478200,3,7,2
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,2,Casual,1,False,True,17098200,3,0,0
HP,Intel,Core i7,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,False,True,24658200,3,0,0
Lenovo,Intel,Core i7,10,16,DDR4,1024,0,Windows,64-bit,8,Casual,1,False,True,42298200,3,0,0
Acer,Intel,Core i7,10,16,DDR4,2048,0,Windows,64-bit,8,Casual,1,False,False,28798200,3,4,0
ASUS,Intel,Core i7,10,16,LPDDR3,2048,0,Windows,64-bit,0,Casual,0,False,False,42118200,3,0,0
ASUS,Intel,Core i7,10,16,DDR4,0,1024,Windows,64-bit,2,Casual,0,False,False,16918200,3,0,0
HP,Intel,Core i7,8,16,DDR4,128,1024,Windows,64-bit,4,Casual,1,False,False,21049380,3,0,0
MSI,Intel,Core i7,10,8,DDR4,256,1024,Windows,64-bit,4,Casual,2,False,False,11518200,4,794,83
ASUS,Intel,Core i7,10,16,DDR4,256,1024,Windows,64-bit,4,Gaming,0,False,False,12058200,4,25,4
ASUS,Intel,Core i7,11,16,DDR4,256,1024,Windows,32-bit,0,ThinNlight,0,False,False,14850000,3,0,0
Acer,Intel,Core i7,10,16,DDR4,256,1024,Windows,64-bit,6,Casual,1,False,False,21598200,4,2038,313
MSI,Intel,Core i7,10,16,DDR4,256,1024,Windows,64-bit,4,Casual,3,False,False,28798200,3,0,0
ASUS,Intel,Core i7,8,16,DDR4,256,1024,Windows,64-bit,0,ThinNlight,0,False,False,17804160,3,0,0
Acer,Intel,Core i7,11,16,DDR4,512,1024,Windows,64-bit,4,Casual,1,False,False,16738200,4,214,37
Acer,Intel,Core i7,11,16,DDR4,512,1024,Windows,32-bit,6,Casual,1,False,False,21598200,4,342,54
Acer,Intel,Core i9,11,32,DDR4,1024,0,Windows,64-bit,8,Casual,1,False,False,30598200,3,0,0
Acer,Intel,Core i9,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,False,False,25198200,3,0,0
MSI,Intel,Core i9,11,16,DDR4,1024,0,Windows,64-bit,6,Casual,0,False,False,34738200,3,0,0
ASUS,Intel,Core i9,12,16,DDR5,1024,0,Windows,64-bit,6,Casual,0,False,False,53998200,3,0,0
ASUS,Intel,Core i9,10,16,DDR4,1024,0,Windows,64-bit,6,Casual,1,True,False,48598200,4,8,1
ASUS,Intel,Core i9,11,16,DDR4,1024,0,Windows,64-bit,6,Gaming,1,False,False,25198200,3,0,0
Lenovo,Intel,Core i9,10,16,DDR4,1024,0,Windows,32-bit,8,Casual,0,False,False,47879640,3,0,0
ASUS,Intel,Core i9,11,16,DDR4,3072,0,Windows,32-bit,6,Casual,1,False,False,79558200,5,1,1
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,0,False,False,15658200,4,218,27
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,6,Casual,0,False,False,19798200,4,78,16
MSI,Intel,Core i5,10,8,LPDDR4,0,512,DOS,32-bit,4,Casual,0,False,False,19726200,4,5,2
ASUS,Intel,Core i7,10,16,LPDDR4X,0,512,DOS,32-bit,6,Casual,0,False,False,26368200,3,2,1
APPLE,M1,M1,10,8,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,15478200,4,6725,629
APPLE,M1,M1,10,8,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,20338200,4,640,70
APPLE,M1,M1,10,16,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,18898200,4,45,4
APPLE,M1,M1,10,8,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,20338200,4,640,70
APPLE,M1,M1,10,16,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,23938200,4,640,70
APPLE,M1,M1,10,16,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,18898200,4,45,4
APPLE,M1,M1,10,8,DDR4,256,0,Mac,64-bit,0,Casual,1,False,False,15478200,4,6725,629
APPLE,M1,M1,10,16,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,26998200,4,640,70
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,22678200,4,399,45
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,18718200,4,809,91
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,18358200,4,809,91
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,18898200,4,6725,629
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,23758200,4,399,45
APPLE,M1,M1,10,16,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,23218200,4,45,4
APPLE,M1,M1,10,16,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,33298200,4,42,8
APPLE,M1,M1,10,16,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,40678200,4,42,8
APPLE,M1,M1,10,4,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,22498200,4,45,4
APPLE,M1,M1,10,8,DDR4,512,0,Mac,64-bit,0,Casual,1,False,False,18898200,4,6725,629
APPLE,M1,M1,10,8,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,26998200,4,640,70
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,30598200,4,640,70
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,40678200,4,42,8
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,43918200,4,42,8
APPLE,M1,M1,10,32,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,55798200,5,3,1
APPLE,M1,M1,10,16,DDR4,1024,0,Mac,64-bit,0,Casual,1,False,False,40678200,4,42,8
ASUS,Intel,Pentium Quad,10,4,LPDDR4X,0,512,Windows,64-bit,0,Casual,0,False,False,8278200,3,0,0
ASUS,Intel,Pentium Quad,10,4,DDR4,128,0,Windows,32-bit,0,Casual,0,True,False,10458000,3,0,0
ASUS,Intel,Pentium Quad,10,8,LPDDR4X,256,0,Windows,64-bit,0,Casual,1,True,False,11338200,3,0,0
HP,Intel,Pentium Quad,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,True,5938200,4,77,9
ASUS,Intel,Pentium Quad,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,True,6118200,4,6,0
Acer,Intel,Pentium Quad,10,4,DDR4,256,0,Windows,64-bit,0,Casual,1,False,False,5578200,4,465,89
DELL,Intel,Pentium Quad,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,6480000,4,102,16
ASUS,Intel,Pentium Quad,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,True,5938200,4,7,1
DELL,Intel,Pentium Quad,10,4,DDR4,256,0,Windows,64-bit,0,Casual,1,False,False,6478200,3,0,0
ASUS,Intel,Pentium Quad,10,4,LPDDR4,0,1024,Windows,64-bit,0,Casual,0,False,False,5038200,3,0,0
ASUS,Intel,Pentium Quad,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,False,False,4678200,3,4741,658
ASUS,Intel,Pentium Quad,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,False,False,4678200,3,2736,350
ASUS,Intel,Pentium Quad,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,0,False,False,5540400,3,0,0
HP,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,6838200,4,2214,241
ASUS,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,6478200,4,2886,375
DELL,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,7108200,4,34,4
DELL,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,6658200,4,137,15
DELL,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,7198200,4,7,0
ASUS,AMD,Ryzen 3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,6064200,4,170,26
DELL,AMD,Ryzen 3,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,0,False,False,7306200,3,0,0
ASUS,AMD,Ryzen 3,10,4,DDR4,256,0,Windows,64-bit,0,Casual,1,False,False,6838200,4,39,3
ASUS,AMD,Ryzen 3,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,True,6210000,4,2886,375
Acer,AMD,Ryzen 3,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,6658200,4,11,2
HP,AMD,Ryzen 3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,7828200,4,163,33
HP,AMD,Ryzen 3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,7468200,4,153,21
Acer,AMD,Ryzen 3,10,4,DDR4,512,0,Windows,64-bit,0,Casual,0,False,False,6298200,3,0,0
HP,AMD,Ryzen 3,10,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,8008200,4,267,42
DELL,AMD,Ryzen 3,10,4,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,7306200,3,0,0
DELL,AMD,Ryzen 3,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,7576200,3,3,0
DELL,AMD,Ryzen 3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,False,True,6478200,4,59,12
HP,AMD,Ryzen 3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,False,True,7108200,4,7291,895
DELL,AMD,Ryzen 3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,False,False,6730200,4,38,5
DELL,AMD,Ryzen 3,10,4,DDR4,0,1024,Windows,64-bit,0,ThinNlight,1,False,True,9473760,3,0,0
DELL,AMD,Ryzen 3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,False,True,7198200,4,409,39
DELL,AMD,Ryzen 3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,False,False,7918200,3,0,0
HP,AMD,Ryzen 3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,1,False,False,5925060,4,353,58
Lenovo,AMD,Ryzen 3,10,4,DDR4,0,1024,Windows,64-bit,0,Casual,0,False,False,6298200,3,38,6
DELL,AMD,Ryzen 3,10,8,DDR4,0,1024,Windows,64-bit,0,ThinNlight,0,False,False,7198200,3,18,4
HP,AMD,Ryzen 3,10,8,DDR4,256,1024,Windows,64-bit,0,Casual,1,False,True,7559820,4,3524,432
DELL,AMD,Ryzen 5,10,8,DDR4,256,0,Windows,64-bit,0,Casual,1,False,True,7558200,4,939,107
DELL,AMD,Ryzen 5,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,8008200,4,14,1
DELL,AMD,Ryzen 5,10,8,DDR4,256,0,Windows,64-bit,0,Casual,1,False,True,7558200,4,649,84
DELL,AMD,Ryzen 5,10,8,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,True,8008200,4,8,2
MSI,AMD,Ryzen 5,10,4,DDR4,256,0,Windows,64-bit,0,Casual,1,False,False,8998200,3,0,0
DELL,AMD,Ryzen 5,10,4,DDR4,256,0,Windows,64-bit,0,ThinNlight,1,False,False,7990200,4,276,24
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,10438200,4,4740,532
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,1,False,True,10258200,4,162,15
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,8818200,4,219,27
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,8994600,4,193,28
MSI,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,0,False,False,8638200,4,562,89
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,8818200,4,45,5
Acer,AMD,Ryzen 5,10,8,LPDDR4X,512,0,Windows,64-bit,0,ThinNlight,1,False,False,9718200,4,7,0
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,True,9538200,4,39,5
Acer,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,Casual,1,False,False,7918200,3,0,0
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Gaming,0,False,False,10708200,4,92,10
MSI,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,11698200,4,469,80
DELL,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,0,False,False,8548200,2,2,1
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,10798200,4,1978,188
Lenovo,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,0,False,False,12598200,4,9,0
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,4,Casual,1,False,False,10618200,4,1049,134
DELL,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,False,10708200,4,74,18
HP,AMD,Ryzen 5,10,16,DDR4,512,0,Windows,64-bit,0,ThinNlight,1,False,True,12150000,4,196,19
HP,AMD,Ryzen 5,10,8,DDR4,512,0,Windows,32-bit,0,Casual,0,False,False,8818200,4,17,1
